-3.000000	-1.412154	1.000000	
-2.994135	-1.706008	1.000000	
-2.988270	-1.562821	1.000000	
-2.982405	-1.662251	1.000000	
-2.976540	-1.567946	1.000000	
-2.970674	-1.377492	1.000000	
-2.964809	-1.597227	1.000000	
-2.958944	-1.661214	1.000000	
-2.953079	-1.441792	1.000000	
-2.947214	-1.575031	1.000000	
-2.941349	-1.590804	1.000000	
-2.935484	-1.547318	1.000000	
-2.929619	-1.692118	1.000000	
-2.923754	-1.690119	1.000000	
-2.917889	-1.659824	1.000000	
-2.912023	-1.621422	1.000000	
-2.906158	-1.468374	1.000000	
-2.900293	-1.421708	1.000000	
-2.894428	-1.393417	1.000000	
-2.888563	-1.527945	1.000000	
-2.882698	-1.473851	1.000000	
-2.876833	-1.533729	1.000000	
-2.870968	-1.676235	1.000000	
-2.865103	-1.613911	1.000000	
-2.859238	-1.769220	1.000000	
-2.853372	-1.756252	1.000000	
-2.847507	-1.502692	1.000000	
-2.841642	-1.542427	1.000000	
-2.835777	-1.440709	1.000000	
-2.829912	-1.525455	1.000000	
-2.824047	-1.406515	1.000000	
-2.818182	-1.526009	1.000000	
-2.812317	-1.289087	1.000000	
-2.806452	-1.447335	1.000000	
-2.800587	-1.614168	1.000000	
-2.794721	-1.660036	1.000000	
-2.788856	-1.503306	1.000000	
-2.782991	-1.471439	1.000000	
-2.777126	-1.516695	1.000000	
-2.771261	-1.675344	1.000000	
-2.765396	-1.558514	1.000000	
-2.759531	-1.499185	1.000000	
-2.753666	-1.492695	1.000000	
-2.747801	-1.611679	1.000000	
-2.741935	-1.605358	1.000000	
-2.736070	-1.514875	1.000000	
-2.730205	-1.557017	1.000000	
-2.724340	-1.669700	1.000000	
-2.718475	-1.447159	1.000000	
-2.712610	-1.334134	1.000000	
-2.706745	-1.329504	1.000000	
-2.700880	-1.496391	1.000000	
-2.695015	-1.602270	1.000000	
-2.689150	-1.500902	1.000000	
-2.683284	-1.707290	1.000000	
-2.677419	-1.574749	1.000000	
-2.671554	-1.531413	1.000000	
-2.665689	-1.429031	1.000000	
-2.659824	-1.607895	1.000000	
-2.653959	-1.403477	1.000000	
-2.648094	-1.678830	1.000000	
-2.642229	-1.724847	1.000000	
-2.636364	-1.658390	1.000000	
-2.630499	-1.476070	1.000000	
-2.624633	-1.542906	1.000000	
-2.618768	-1.549937	1.000000	
-2.612903	-1.545720	1.000000	
-2.607038	-1.538241	1.000000	
-2.601173	-1.397034	1.000000	
-2.595308	-1.702148	1.000000	
-2.589443	-1.573014	1.000000	
-2.583578	-1.610269	1.000000	
-2.577713	-1.590777	1.000000	
-2.571848	-1.493631	1.000000	
-2.565982	-1.572552	1.000000	
-2.560117	-1.586706	1.000000	
-2.554252	-1.737921	1.000000	
-2.548387	-1.438296	1.000000	
-2.542522	-1.456623	1.000000	
-2.536657	-1.453695	1.000000	
-2.530792	-1.349513	1.000000	
-2.524927	-1.593257	1.000000	
-2.519062	-1.533437	1.000000	
-2.513196	-1.368072	1.000000	
-2.507331	-1.455889	1.000000	
-2.501466	-1.552812	1.000000	
-2.495601	-1.685131	1.000000	
-2.489736	-1.514041	1.000000	
-2.483871	-1.586837	1.000000	
-2.478006	-1.519763	1.000000	
-2.472141	-1.551815	1.000000	
-2.466276	-1.438126	1.000000	
-2.460411	-1.491368	1.000000	
-2.454545	-1.482065	1.000000	
-2.448680	-1.777267	1.000000	
-2.442815	-1.610167	1.000000	
-2.436950	-1.608805	1.000000	
-2.431085	-1.585801	1.000000	
-2.425220	-1.485582	1.000000	
-2.419355	-1.538223	1.000000	
-2.413490	-1.550560	1.000000	
-2.407625	-1.400775	1.000000	
-2.401760	-1.536984	1.000000	
-2.395894	-1.452114	1.000000	
-2.390029	-1.598674	1.000000	
-2.384164	-1.373410	1.000000	
-2.378299	-1.528612	1.000000	
-2.372434	-1.485145	1.000000	
-2.366569	-1.425481	1.000000	
-2.360704	-1.432303	1.000000	
-2.354839	-1.503340	1.000000	
-2.348974	-1.558682	1.000000	
-2.343109	-1.481733	1.000000	
-2.337243	-1.444721	1.000000	
-2.331378	-1.597431	1.000000	
-2.325513	-1.414503	1.000000	
-2.319648	-1.494553	1.000000	
-2.313783	-1.708081	1.000000	
-2.307918	-1.476462	1.000000	
-2.302053	-1.494791	1.000000	
-2.296188	-1.574333	1.000000	
-2.290323	-1.524032	1.000000	
-2.284457	-1.675472	1.000000	
-2.278592	-1.428692	1.000000	
-2.272727	-1.509928	1.000000	
-2.266862	-1.663889	1.000000	
-2.260997	-1.607090	1.000000	
-2.255132	-1.584840	1.000000	
-2.249267	-1.724648	1.000000	
-2.243402	-1.500979	1.000000	
-2.237537	-1.577085	1.000000	
-2.231672	-1.462131	1.000000	
-2.225806	-1.481741	1.000000	
-2.219941	-1.371426	1.000000	
-2.214076	-1.531866	1.000000	
-2.208211	-1.443865	1.000000	
-2.202346	-1.478668	1.000000	
-2.196481	-1.462598	1.000000	
-2.190616	-1.615604	1.000000	
-2.184751	-1.423265	1.000000	
-2.178886	-1.506864	1.000000	
-2.173021	-1.526096	1.000000	
-2.167155	-1.451852	1.000000	
-2.161290	-1.410985	1.000000	
-2.155425	-1.628091	1.000000	
-2.149560	-1.303846	1.000000	
-2.143695	-1.608869	1.000000	
-2.137830	-1.477617	1.000000	
